,Unnamed: 0,tag,token0,token1,date,timestamp,token0_daily_price_median_mint,token0_daily_amount_mint,token0_daily_price_median_burn,token0_daily_amount_burn,token0_daily_amount_net_mint_burn,liquidity_daily_sum_mint,liquidity_daily_sum_burn,liquidity_daily_net_mint_burn,token0_daily_price_median_swap,token0_daily_price_min_swap,token0_daily_price_max_swap,token0_daily_price_std_swap,token0_daily_amount_buy_swap,token0_daily_amount_sell_swap,token0_daily_amount_net_swap,total_events_daily_mint,total_events_daily_burn,total_events_daily_swap,total_events_daily
63,63,USDC_USDT,USDC,USDT,2023-09-24,1695513600,1.0194524780854068,-116391.43612,1.021707763852678,64302.571864000005,-52088.86425599999,923335701274027.0,-245044739276239.0,678290961997788.0,0.9997993330294046,1.0040731952425557,0.9873618,0.0002227816472801,5215056.211314,-5118176.000527,96880.21078700012,144,68,7824,8036
65,65,USDC_USDT,USDC,USDT,2023-09-25,1695600000,1.0184971098265896,-72244.23376399999,1.0328935875861789,45874.694388,-26369.539375999982,431434711304870.0,-254717349549558.0,176717361755312.0,0.9999462508956029,1.0101010101010102,0.9857142857142857,0.0002747146306103,4652947.300395001,-4471242.853073999,181704.44732100144,151,45,8050,8246
66,66,USDC_USDT,USDC,USDT,2023-09-26,1695686400,0.9996001798920648,-81890.025252,1.0319145071824016,79735.56803499999,-2154.4572170000174,1262738700432664.0,-481375317952079.0,781363382480585.0,0.9999646455633642,1.0416666666666667,0.9968285292572208,0.0005281761647732,4070493.538847,-3996514.983765,73978.55508199986,111,48,7304,7463
69,69,USDC_USDT,USDC,USDT,2023-09-27,1695772800,0.9998633089384784,-102169.063789,1.0000308303217411,72722.00984200001,-29447.053946999997,2171096761989708.8,-2074325083407366.0,96771678582343.0,0.9999971111880278,1.006711409395973,0.9969605427306684,0.000240024928269,3535482.1185520003,-3387962.4822770003,147519.63627499994,76,49,4886,5011
70,70,USDC_USDT,USDC,USDT,2023-09-28,1695859200,1.0053651192293822,-89345.30942499998,1.0053651032612596,84517.192235,-4828.11718999999,1996973147507591.2,-2896426697533319.0,-899453550025728.0,1.0002204913113808,1.0034679773144273,0.998,0.0002734579329588,3845248.0443520006,-3665014.949473,180233.09487900045,271,52,5937,6260
72,72,USDC_USDT,USDC,USDT,2023-09-29,1695945600,1.004259632225735,-68781.643694,1.006441463257084,32204.204832,-36577.438862,842911903601046.0,-156787167732862.0,686124735868184.0,1.0002392991200466,1.0333333333333334,0.997228397803241,0.0005618066671834,2810004.889935,-2844580.187834,-34575.29789900035,1254,48,4488,5790
74,74,USDC_USDT,USDC,USDT,2023-09-30,1696032000,1.0034552845528455,-56350.281581,1.0036463148561472,110545.25600999998,54194.97442899998,539576428915226.0,-542049589086170.0,-2473160170944.0,1.0002587692119114,1.003526183088115,0.9952380952380953,0.000297612728524,3955830.33629,-3991095.735128,-35265.39883800037,2865,44,5749,8658
76,76,USDC_USDT,USDC,USDT,2023-10-01,1696118400,1.00018779342723,-343229.255963,1.0002111478761035,61471.386838,-281757.869125,3941034100478053.0,-3991933171364982.5,-50899070886929.0,1.0000660974373752,1.0030817787379884,0.99,0.0002706076998153,2909466.06227,-3163911.345953,-254445.28368300013,1885,91,4260,6236
79,79,USDC_USDT,USDC,USDT,2023-10-02,1696204800,0.9968414314171884,-225526.650125,0.9913457836843704,65652.483008,-159874.16711699998,1248232429762495.0,-1162478463486654.0,85753966275841.0,0.9997642501811947,1.053112891582963,0.982512,0.0012980471250875,1234965.902232,-1333990.654869,-99024.75263699982,1762,63,1963,3788
80,80,USDC_USDT,USDC,USDT,2023-10-03,1696291200,0.9662961943803065,-325565.769717,0.9537509923404844,200432.085998,-125133.683719,3970281241862887.0,-3220230729249535.0,750050512613352.0,0.9997055970729846,1.0416666666666667,0.976923076923077,0.0007298492869114,3025658.966305,-2982795.824335,42863.14196999976,3477,55,7016,10548
82,82,USDC_USDT,USDC,USDT,2023-10-04,1696377600,0.9874919334252688,-109245.638654,0.9845822666506824,60752.517978,-48493.120676000006,2431037850748310.0,-733064554858132.0,1697973295890178.0,0.9997225962336428,1.0538702734104433,0.9933333333333334,0.0006480291231161,4099433.598662,-4082773.760569,16659.838093,5199,77,8010,13286
85,85,USDC_USDT,USDC,USDT,2023-10-05,1696464000,0.98825,-32593.70952,0.9983887418873144,32084.846258,-508.8632619999989,858781488412809.0,-240195035394270.0,618586453018539.0,0.9997541711428398,1.0029952802904898,0.9969153221055412,0.000172534085187,3969401.768037,-3878478.099447,90923.6685899999,401,433,7127,7961
