,tag,token0,token1,date,timestamp,token0_daily_price_median_mint,token0_daily_amount_mint,token0_daily_price_median_burn,token0_daily_amount_burn,token0_daily_amount_net_mint_burn,liquidity_daily_sum_mint,liquidity_daily_sum_burn,liquidity_daily_net_mint_burn,token0_daily_price_median_swap,token0_daily_price_min_swap,token0_daily_price_max_swap,token0_daily_price_std_swap,token0_daily_amount_buy_swap,token0_daily_amount_sell_swap,token0_daily_amount_net_swap,total_events_daily_mint,total_events_daily_burn,total_events_daily_swap,total_events_daily
75,ETH_USDC,ETH,USDC,2023-09-30,1696032000,1661.6648815198782,-39.735667361020845,1671.3458629026543,7.3072321066808295,-32.428435254340016,4.351707913269407e+17,-4.195191737137738e+17,1.5651617613166848e+16,1672.7137434986896,1710.2903055759607,1626.4995714677761,8.112588242972011,1132.5903779616328,-1082.267735566402,50.32264239523079,4830,104,12699,17633
76,USDC_USDT,USDC,USDT,2023-10-01,1696118400,1.00018779342723,-343229.255963,1.0002111478761035,61471.386838,-281757.869125,3941034100478053.0,-3991933171364982.0,-50899070886929.0,1.0000660974373752,1.0030817787379884,0.9899999999999999,0.0002706076998153956,2909466.06227,-3163911.3459530002,-254445.28368300013,1885,91,4260,6236
77,ETH_USDC,ETH,USDC,2023-10-01,1696118400,1675.5730185094146,-51.439147454945086,1692.3193864836337,20.022428955041498,-31.41671849990359,3.2355539531630776e+18,-2.616921224674503e+18,6.186327284885745e+17,1677.1366987141223,1733.9302854380585,1629.3047747037265,9.290837581723535,659.718445008205,-554.9554415539301,104.7630034542749,7235,127,8680,16042
78,ETH_USDC,ETH,USDC,2023-10-02,1696204800,1722.6983008572365,-45.82493666804801,1787.6271678531816,6.402549610400235,-39.422387057647775,9.832399225355854e+27,-4.641868353181911e+19,9.83239917893717e+27,1723.0456133333332,1741.6897078154286,1643.9994462705736,23.20513208973232,458.16335985656656,-480.21514764821313,-22.051787791646575,6609,161,6957,13727
79,USDC_USDT,USDC,USDT,2023-10-02,1696204800,0.9968414314171885,-225526.650125,0.9913457836843705,65652.483008,-159874.16711699998,1248232429762495.0,-1162478463486654.0,85753966275841.0,0.9997642501811949,1.053112891582963,0.982512,0.0012980471250875932,1234965.9022320001,-1333990.654869,-99024.75263699982,1762,63,1963,3788
80,USDC_USDT,USDC,USDT,2023-10-03,1696291200,0.9662961943803063,-325565.76971699996,0.9537509923404843,200432.08599799997,-125133.683719,3970281241862887.0,-3220230729249535.0,750050512613352.0,0.9997055970729846,1.0416666666666667,0.976923076923077,0.0007298492869114406,3025658.966305,-2982795.824335,42863.141969999764,3477,55,7016,10548
81,ETH_USDC,ETH,USDC,2023-10-03,1696291200,1665.4366458051902,-43.98028516563136,1605.947353118129,3.457848695932417,-40.52243646969894,4.224572661490304e+19,-4.033007915009185e+19,1.915647464811184e+18,1663.2711839160306,1738.017154408037,1638.2,5.793506440492304,589.4580613209143,-629.0218546529554,-39.56379333204109,10156,146,16086,26388
82,USDC_USDT,USDC,USDT,2023-10-04,1696377600,0.9874919334252689,-109245.63865400001,0.9845822666506825,60752.517978,-48493.120676000006,2431037850748310.0,-733064554858132.0,1697973295890178.0,0.9997225962336427,1.0538702734104433,0.9933333333333334,0.0006480291231161729,4099433.5986619997,-4082773.7605689997,16659.838093,5199,77,8010,13286
83,ETH_USDC,ETH,USDC,2023-10-04,1696377600,1642.170023269513,-80.1882782260198,1593.8682699673298,26.901583776701553,-53.28669444931825,6.734365772603945e+19,-6.5664960078088266e+19,1.678697647951184e+18,1643.5858585858584,1665.2909631281807,1566.7585714285713,4.884559379428758,699.7019699604361,-705.6371821787463,-5.935212218310198,23321,140,17023,40484
84,ETH_USDC,ETH,USDC,2023-10-05,1696464000,1630.7892793215237,-23.617278010031313,1133.625536547453,18.442458191866436,-5.1748198181648775,3.502965592145506e+19,-3.5214797141532606e+19,-1.8514122007754752e+17,1638.5330267733962,5445.379999999999,597.1701305761078,35.347633965042576,601.8531355584114,-678.8347978948275,-76.9816623364161,3069,1459,13599,18127
85,USDC_USDT,USDC,USDT,2023-10-05,1696464000,0.9882499999999999,-32593.709519999997,0.9983887418873145,32084.846257999998,-508.86326199999894,858781488412809.0,-240195035394270.0,618586453018539.0,0.9997541711428398,1.0029952802904898,0.9969153221055413,0.00017253408518706206,3969401.7680369997,-3878478.099447,90923.6685899999,401,433,7127,7961
86,ETH_USDC,ETH,USDC,2023-10-06,1696550400,1637.0901256877542,-10.310420958286162,1009.2113241204833,11.46392877564,1.1535078173538373,1.0360169965783663e+19,-1.0944994009932046e+19,-5.848240441483837e+17,1628.409353019659,1751.131738612091,1608.6391452600008,9.215879531387797,759.9399524540006,-696.1908703838142,63.74908207018643,1634,2563,15845,20042
87,USDC_USDT,USDC,USDT,2023-10-06,1696550400,0.9914399999999999,-305637.305876,0.9993927583417974,104958.519436,-200678.78644000003,1.0675391079411596e+16,-1.122797799662452e+16,-552586917212924.0,0.9998436479068985,1.0030618613544078,0.951146,0.00060876636626333,4395010.893402001,-4175883.160991,219127.73241100088,327,866,7568,8761
